uid,date,data,timestamp
user1,2018-10-12 18:56:15.000,1,1539384975
user1,2018-10-12 18:56:15.999,0,1539384975
user1,2018-10-12 18:58:53.460,1,1539385133
user1,2018-10-12 18:59:48.403,0,1539385188
user1,2018-10-12 19:03:50.519,1,1539385430
user1,2018-10-12 19:04:38.184,0,1539385478
user1,2018-10-12 19:05:03.319,1,1539385503
user1,2018-10-12 19:05:14.197,0,1539385514
user1,2018-10-12 19:05:14.457,1,1539385514
user1,2018-10-12 19:07:59.528,0,1539385679
user1,2018-10-12 19:11:34.020,1,1539385894
user1,2018-10-12 19:11:35.959,0,1539385895
user1,2018-10-12 19:13:05.815,1,1539385985
user1,2018-10-12 19:13:07.542,0,1539385987
user1,2018-10-12 19:17:44.648,1,1539386264
user1,2018-10-12 19:19:59.835,0,1539386399
user1,2018-10-12 19:23:21.855,1,1539386601
user1,2018-10-12 19:23:56.723,0,1539386636
user1,2018-10-12 19:24:05.523,1,1539386645
user1,2018-10-12 19:24:14.795,0,1539386654
user1,2018-10-12 19:25:16.931,1,1539386716
user1,2018-10-12 19:25:36.385,0,1539386736
user1,2018-10-12 19:27:15.943,1,1539386835
user1,2018-10-12 19:27:49.138,0,1539386869
user1,2018-10-12 19:41:14.539,1,1539387674
user1,2018-10-12 19:41:21.395,0,1539387681
user1,2018-10-12 20:08:32.572,1,1539389312
user1,2018-10-12 20:08:43.035,0,1539389323
user1,2018-10-12 20:10:39.316,1,1539389439
user1,2018-10-12 20:10:42.657,0,1539389442
user1,2018-10-12 20:16:48.187,1,1539389808
user1,2018-10-12 20:17:50.154,0,1539389870
user1,2018-10-12 20:25:05.148,1,1539390305
user1,2018-10-12 20:25:13.470,0,1539390313
user1,2018-10-12 20:26:57.759,1,1539390417
user1,2018-10-12 20:27:30.526,0,1539390450
user1,2018-10-12 20:31:07.413,1,1539390667
user1,2018-10-12 20:31:09.674,0,1539390669
user1,2018-10-12 20:44:01.049,1,1539391441
user1,2018-10-12 20:44:04.362,0,1539391444
user1,2018-10-12 20:52:29.992,1,1539391949
user1,2018-10-12 20:52:37.911,0,1539391957
user1,2018-10-12 20:52:38.191,1,1539391958
user1,2018-10-12 20:52:42.211,0,1539391962
user1,2018-10-12 20:57:09.924,1,1539392229
user1,2018-10-12 20:57:12.282,0,1539392232
user1,2018-10-12 21:01:23.644,1,1539392483
user1,2018-10-12 21:01:27.971,0,1539392487
user1,2018-10-12 21:01:28.257,1,1539392488
user1,2018-10-12 21:01:30.200,0,1539392490
user1,2018-10-12 21:09:55.144,1,1539392995
user1,2018-10-12 21:11:22.223,0,1539393082
user1,2018-10-12 21:14:36.509,1,1539393276
user1,2018-10-12 21:14:43.417,0,1539393283
user1,2018-10-12 21:14:52.335,1,1539393292
user1,2018-10-12 21:15:37.911,0,1539393337
user1,2018-10-12 21:16:02.230,1,1539393362
user1,2018-10-12 21:16:41.851,0,1539393401
user1,2018-10-12 21:18:11.627,1,1539393491
user1,2018-10-12 21:18:22.497,0,1539393502
user1,2018-10-12 21:21:32.049,1,1539393692
user1,2018-10-12 21:21:43.253,0,1539393703
user1,2018-10-12 21:23:37.566,1,1539393817
user1,2018-10-12 21:26:16.500,0,1539393976
user1,2018-10-12 21:26:29.029,1,1539393989
user1,2018-10-12 21:26:33.342,0,1539393993
user1,2018-10-12 21:27:14.868,1,1539394034
user1,2018-10-12 21:27:18.973,0,1539394038
user1,2018-10-12 21:28:23.378,1,1539394103
user1,2018-10-12 21:28:25.180,0,1539394105
user1,2018-10-12 21:28:27.927,1,1539394107
user1,2018-10-12 21:28:46.400,0,1539394126
user1,2018-10-12 21:31:46.038,1,1539394306
user1,2018-10-12 21:33:49.687,0,1539394429
user1,2018-10-12 21:34:45.799,1,1539394485
user1,2018-10-12 21:35:11.796,0,1539394511
user1,2018-10-12 21:35:18.216,1,1539394518
user1,2018-10-12 21:39:12.967,0,1539394752
user1,2018-10-12 21:39:22.318,1,1539394762
user1,2018-10-12 21:40:07.721,0,1539394807
user1,2018-10-12 21:41:15.413,1,1539394875
user1,2018-10-12 21:41:17.025,0,1539394877
user1,2018-10-12 21:41:35.696,1,1539394895
user1,2018-10-12 21:44:43.499,0,1539395083
user1,2018-10-12 21:45:10.917,1,1539395110
user1,2018-10-12 21:45:22.796,0,1539395122
user1,2018-10-12 21:50:09.852,1,1539395409
user1,2018-10-12 21:50:21.845,0,1539395421
user1,2018-10-12 21:50:22.122,1,1539395422
user1,2018-10-12 21:50:24.845,0,1539395424
user1,2018-10-12 21:52:38.489,1,1539395558
user1,2018-10-12 21:56:19.657,0,1539395779
user1,2018-10-12 22:05:51.529,1,1539396351
user1,2018-10-12 22:24:02.844,0,1539397442
user1,2018-10-12 22:24:38.039,1,1539397478
user1,2018-10-12 22:24:42.279,0,1539397482
user1,2018-10-12 22:24:42.744,1,1539397482
user1,2018-10-12 22:25:06.576,0,1539397506
user1,2018-10-12 22:54:36.032,1,1539399276
user1,2018-10-12 22:54:46.913,0,1539399286
user1,2018-10-12 22:55:46.497,1,1539399346
user1,2018-10-12 22:55:57.292,0,1539399357
user1,2018-10-12 22:56:06.506,1,1539399366
user1,2018-10-12 22:56:17.332,0,1539399377
user1,2018-10-12 22:57:34.032,1,1539399454
user1,2018-10-12 22:57:53.200,0,1539399473
user1,2018-10-12 22:57:58.628,1,1539399478
user1,2018-10-12 22:58:00.332,0,1539399480
user1,2018-10-12 22:58:07.441,1,1539399487
user1,2018-10-12 22:58:16.355,0,1539399496
user1,2018-10-12 22:58:18.509,1,1539399498
user1,2018-10-12 22:58:29.267,0,1539399509
user1,2018-10-12 22:58:43.503,1,1539399523
user1,2018-10-12 22:58:54.354,0,1539399534
user1,2018-10-12 22:58:59.832,1,1539399539
user1,2018-10-12 22:59:10.612,0,1539399550
user1,2018-10-12 23:01:54.977,1,1539399714
user1,2018-10-12 23:02:05.730,0,1539399725
user1,2018-10-12 23:04:00.545,1,1539399840
user1,2018-10-12 23:05:27.586,0,1539399927
user1,2018-10-12 23:18:23.164,1,1539400703
user1,2018-10-12 23:18:41.752,0,1539400721
user1,2018-10-12 23:20:32.842,1,1539400832
user1,2018-10-12 23:20:43.630,0,1539400843
user1,2018-10-12 23:24:33.586,1,1539401073
user1,2018-10-12 23:24:35.627,0,1539401075
user1,2018-10-12 23:24:35.888,1,1539401075
user1,2018-10-12 23:24:40.867,0,1539401080
user1,2018-10-12 23:26:43.259,1,1539401203
user1,2018-10-12 23:26:46.282,0,1539401206
user1,2018-10-12 23:33:21.571,1,1539401601
user1,2018-10-12 23:33:24.901,0,1539401604
user1,2018-10-12 23:33:59.990,1,1539401639
user1,2018-10-12 23:34:02.433,0,1539401642
user1,2018-10-12 23:34:21.631,1,1539401661
user1,2018-10-12 23:34:22.773,0,1539401662
user1,2018-10-12 23:37:57.938,1,1539401877
user1,2018-10-12 23:38:00.282,0,1539401880
user1,2018-10-12 23:39:12.325,1,1539401952
user1,2018-10-12 23:39:13.404,0,1539401953
user1,2018-10-12 23:39:13.737,1,1539401953
user1,2018-10-12 23:39:15.446,0,1539401955
user1,2018-10-12 23:41:39.841,1,1539402099
user1,2018-10-12 23:41:42.232,0,1539402102
user1,2018-10-12 23:45:14.875,1,1539402314
user1,2018-10-12 23:45:17.165,0,1539402317
user1,2018-10-12 23:45:20.986,1,1539402320
user1,2018-10-12 23:45:33.196,0,1539402333
user1,2018-10-12 23:46:58.983,1,1539402418
user1,2018-10-12 23:47:00.796,0,1539402420
user1,2018-10-12 23:56:13.285,1,1539402973
user1,2018-10-12 23:56:31.263,0,1539402991
user1,2018-10-13 00:01:25.832,1,1539403285
user1,2018-10-13 00:01:31.536,0,1539403291
user1,2018-10-13 00:05:35.273,1,1539403535
user1,2018-10-13 00:08:12.201,0,1539403692
user1,2018-10-13 00:11:09.045,1,1539403869
user1,2018-10-13 00:11:25.918,0,1539403885
user1,2018-10-13 00:35:18.903,1,1539405318
user1,2018-10-13 00:35:29.142,0,1539405329
user1,2018-10-13 14:47:41.158,0,1539456461
user1,2018-10-13 14:49:06.615,1,1539456546
user1,2018-10-13 14:49:08.778,0,1539456548
user1,2018-10-13 14:52:40.769,1,1539456760
user1,2018-10-13 14:52:41.973,0,1539456761
user1,2018-10-13 14:52:42.309,1,1539456762
user1,2018-10-13 14:52:52.930,0,1539456772
user1,2018-10-13 15:06:26.674,1,1539457586
user1,2018-10-13 15:06:35.581,0,1539457595
user1,2018-10-13 15:09:43.368,1,1539457783
user1,2018-10-13 15:11:53.102,0,1539457913
user1,2018-10-13 15:22:47.226,1,1539458567
user1,2018-10-13 15:22:52.723,0,1539458572
user1,2018-10-13 15:25:42.128,1,1539458742
user1,2018-10-13 15:25:52.832,0,1539458752
user1,2018-10-13 15:30:57.414,1,1539459057
user1,2018-10-13 15:31:01.355,0,1539459061
user1,2018-10-13 15:31:40.463,1,1539459100
user1,2018-10-13 15:31:51.131,0,1539459111
user1,2018-10-13 15:32:01.285,1,1539459121
user1,2018-10-13 15:33:13.493,0,1539459193
user1,2018-10-13 15:33:20.625,1,1539459200
user1,2018-10-13 15:33:34.265,0,1539459214
user1,2018-10-13 15:43:53.101,1,1539459833
user1,2018-10-13 15:44:40.497,0,1539459880
user1,2018-10-13 15:45:32.023,1,1539459932
user1,2018-10-13 15:45:47.661,0,1539459947
user1,2018-10-13 15:48:49.348,1,1539460129
user1,2018-10-13 15:49:30.517,0,1539460170
user1,2018-10-13 15:52:23.479,1,1539460343
user1,2018-10-13 15:52:26.523,0,1539460346
user1,2018-10-13 15:54:00.765,1,1539460440
user1,2018-10-13 15:55:35.888,0,1539460535
user1,2018-10-24 12:40:26.618,0,1540399226
user1,2018-10-24 12:40:46.121,1,1540399246
user1,2018-10-24 12:48:39.224,0,1540399719
user1,2018-10-24 13:55:54.894,1,1540403754
user1,2018-10-24 13:55:59.178,0,1540403759
user1,2018-10-25 21:24:46.473,0,1540517086
user1,2018-10-25 21:33:07.240,1,1540517587
user1,2018-10-25 21:33:13.211,0,1540517593
user1,2018-10-25 21:53:14.676,1,1540518794
user1,2018-10-25 21:56:25.904,0,1540518985
user1,2018-10-25 21:56:27.648,1,1540518987
user1,2018-10-25 21:56:28.523,0,1540518988
user1,2018-10-25 21:56:28.907,1,1540518988
user1,2018-10-25 21:56:30.154,0,1540518990
user1,2018-10-25 21:59:32.328,1,1540519172
user1,2018-10-25 21:59:39.710,0,1540519179
user1,2018-10-25 22:01:19.482,1,1540519279
user1,2018-10-25 22:02:08.950,0,1540519328
user1,2018-10-25 22:05:39.220,1,1540519539
user1,2018-10-25 22:05:44.530,0,1540519544
user1,2018-10-25 22:08:34.335,1,1540519714
user1,2018-10-25 22:08:41.766,0,1540519721
user1,2018-10-25 22:23:10.255,1,1540520590
user1,2018-10-25 22:24:54.289,0,1540520694
user1,2018-10-25 22:38:29.493,1,1540521509
user1,2018-10-25 22:38:54.065,0,1540521534
user1,2018-10-25 22:38:54.325,1,1540521534
user1,2018-10-25 22:39:03.806,0,1540521543
user1,2018-10-25 22:40:53.443,1,1540521653
user1,2018-10-25 22:41:04.035,0,1540521664
user1,2018-10-25 22:41:13.540,1,1540521673
user1,2018-10-25 22:41:16.082,0,1540521676
user1,2018-10-25 23:11:24.552,1,1540523484
user1,2018-10-25 23:11:35.299,0,1540523495
user1,2018-10-25 23:14:27.436,1,1540523667
user1,2018-10-25 23:14:41.009,0,1540523681
user1,2018-10-25 23:41:19.040,1,1540525279
user1,2018-10-25 23:41:22.476,0,1540525282
user1,2018-10-25 23:55:04.384,1,1540526104
user1,2018-10-25 23:56:32.017,0,1540526192
user1,2018-10-26 00:09:00.188,1,1540526940
user1,2018-10-26 00:09:10.700,0,1540526950
user1,2018-10-26 00:10:00.315,1,1540527000
user1,2018-10-26 00:10:10.989,0,1540527010
user1,2018-10-26 00:11:17.480,1,1540527077
user1,2018-10-26 00:11:33.266,0,1540527093
user1,2018-10-26 00:17:07.259,1,1540527427
user1,2018-10-26 00:17:10.144,0,1540527430
user1,2018-10-26 00:24:07.513,1,1540527847
user1,2018-10-26 00:24:20.983,0,1540527860
user1,2018-10-26 00:25:38.155,1,1540527938
user1,2018-10-26 00:25:38.934,0,1540527938
user1,2018-10-26 00:26:42.483,1,1540528002
user1,2018-10-26 00:26:44.585,0,1540528004
user1,2018-10-26 00:26:50.921,1,1540528010
user1,2018-10-26 00:28:24.341,0,1540528104
user1,2018-10-26 00:28:30.607,1,1540528110
user1,2018-10-26 00:30:22.196,0,1540528222
user1,2018-10-26 00:30:26.645,1,1540528226
user1,2018-10-26 00:30:28.269,0,1540528228
user1,2018-10-26 00:31:54.980,1,1540528314
user1,2018-10-26 00:31:57.907,0,1540528317
user1,2018-10-26 00:34:10.851,1,1540528450
user1,2018-10-26 00:37:05.178,0,1540528625
user1,2018-10-26 01:12:35.773,1,1540530755
user1,2018-10-26 01:12:46.180,0,1540530766
user1,2018-10-26 02:49:30.006,1,1540536570
user1,2018-10-26 02:49:39.609,0,1540536579
user1,2018-10-26 07:43:44.717,1,1540554224
user1,2018-10-26 07:43:54.867,0,1540554234
user1,2018-10-26 07:51:49.645,1,1540554709
user1,2018-10-26 07:52:00.401,0,1540554720
user1,2018-10-26 09:38:15.608,1,1540561095
user1,2018-10-26 09:38:26.473,0,1540561106
user1,2018-10-26 10:05:22.842,1,1540562722
user1,2018-10-26 10:05:57.744,0,1540562757
user1,2018-10-26 10:17:07.956,1,1540563427
user1,2018-10-26 10:17:35.581,0,1540563455
user1,2018-10-26 10:25:43.723,1,1540563943
user1,2018-10-26 10:26:19.809,0,1540563979
user1,2018-10-26 11:04:41.526,1,1540566281
user1,2018-10-26 11:04:47.809,0,1540566287
user1,2018-10-26 11:04:48.088,1,1540566288
user1,2018-10-26 11:04:59.601,0,1540566299
user1,2018-10-26 11:06:53.503,1,1540566413
user1,2018-10-26 11:06:55.714,0,1540566415
user1,2018-10-26 11:12:32.134,1,1540566752
user1,2018-10-26 11:12:34.173,0,1540566754
user1,2018-10-26 11:15:20.730,1,1540566920
user1,2018-10-26 11:17:22.440,0,1540567042
user1,2018-10-26 11:32:00.545,1,1540567920
user1,2018-10-26 11:33:09.773,0,1540567989
user1,2018-10-26 11:33:19.513,1,1540567999
user1,2018-10-26 11:33:21.276,0,1540568001
user1,2018-10-26 11:33:58.973,1,1540568038
user1,2018-10-26 11:34:09.862,0,1540568049
user1,2018-10-26 11:35:14.055,1,1540568114
user1,2018-10-26 11:35:24.599,0,1540568124
user1,2018-10-26 11:35:25.081,1,1540568125
user1,2018-10-26 11:35:27.957,0,1540568127
user1,2018-10-26 11:46:22.388,1,1540568782
user1,2018-10-26 11:46:27.770,0,1540568787
user1,2018-10-26 14:06:39.190,1,1540577199
user1,2018-10-26 14:06:40.038,0,1540577200
user1,2018-10-26 14:06:40.334,1,1540577200
user1,2018-10-26 14:07:00.865,0,1540577220
user1,2018-10-26 14:08:27.118,1,1540577307
user1,2018-10-26 14:08:36.614,0,1540577316
user1,2018-10-26 14:14:56.046,1,1540577696
user1,2018-10-26 14:14:59.207,0,1540577699
user1,2018-10-26 14:24:29.428,1,1540578269
user1,2018-10-26 14:24:31.509,0,1540578271
user1,2018-10-26 14:25:13.450,1,1540578313
user1,2018-10-26 14:25:31.812,0,1540578331
user1,2018-10-26 15:09:49.293,1,1540580989
user1,2018-10-26 15:09:54.851,0,1540580994
user1,2018-10-28 16:46:51.000,1,1540759611
user1,2018-10-28 16:46:51.855,0,1540759611
user1,2018-10-28 16:58:19.210,1,1540760299
user1,2018-10-28 16:59:41.720,0,1540760381
user1,2018-10-28 17:09:57.075,1,1540760997
user1,2018-10-28 17:10:24.730,0,1540761024
user1,2018-10-28 17:17:05.663,1,1540761425
user1,2018-10-28 17:18:00.394,0,1540761480
user1,2018-10-28 17:19:11.755,1,1540761551
user1,2018-10-28 17:19:22.329,0,1540761562
user1,2018-10-28 17:19:22.648,1,1540761562
user1,2018-10-28 17:19:24.085,0,1540761564
user1,2018-10-28 17:19:24.447,1,1540761564
user1,2018-10-28 17:19:42.447,0,1540761582
user1,2018-10-28 17:19:45.078,1,1540761585
user1,2018-10-28 17:19:47.479,0,1540761587
user1,2018-10-28 17:21:43.700,1,1540761703
user1,2018-10-28 17:21:54.323,0,1540761714
user1,2018-10-28 17:22:07.614,1,1540761727
user1,2018-10-28 17:22:18.302,0,1540761738
user1,2018-10-28 17:27:08.997,1,1540762028
user1,2018-10-28 17:27:11.687,0,1540762031
user1,2018-10-28 17:41:17.759,1,1540762877
user1,2018-10-28 17:41:28.259,0,1540762888
user1,2018-10-28 17:50:20.700,1,1540763420
user1,2018-10-28 17:50:29.578,0,1540763429
user1,2018-10-28 17:50:52.273,1,1540763452
user1,2018-10-28 17:50:54.605,0,1540763454
user1,2018-10-28 17:59:39.592,1,1540763979
user1,2018-10-28 17:59:40.528,0,1540763980
user1,2018-10-28 17:59:41.569,1,1540763981
user1,2018-10-28 18:00:02.766,0,1540764002
user1,2018-10-28 18:06:03.717,1,1540764363
user1,2018-10-28 18:06:14.168,0,1540764374
user1,2018-10-28 18:06:30.598,1,1540764390
user1,2018-10-28 18:07:16.920,0,1540764436
user1,2018-10-28 18:17:57.812,1,1540765077
user1,2018-10-28 18:18:32.470,0,1540765112
user1,2018-10-28 18:26:05.378,1,1540765565
user1,2018-10-28 18:26:09.351,0,1540765569
user1,2018-10-28 18:26:10.723,1,1540765570
user1,2018-10-28 18:27:32.308,0,1540765652
user1,2018-10-28 19:41:49.538,1,1540770109
user1,2018-10-28 19:42:01.069,0,1540770121
user1,2018-10-28 19:42:01.532,1,1540770121
user1,2018-10-28 19:42:15.924,0,1540770135
user1,2018-10-28 19:42:54.730,1,1540770174
user1,2018-10-28 19:45:15.941,0,1540770315
user1,2018-10-28 19:48:05.746,1,1540770485
user1,2018-10-28 19:49:11.388,0,1540770551
user1,2018-10-28 20:11:27.813,1,1540771887
user1,2018-10-28 20:15:03.890,0,1540772103
user1,2018-10-28 20:15:58.826,1,1540772158
user1,2018-10-28 20:16:07.765,0,1540772167
user1,2018-10-28 20:19:00.697,1,1540772340
user1,2018-10-28 20:22:44.674,0,1540772564
user1,2018-10-28 20:22:44.920,1,1540772564
user1,2018-10-28 20:25:57.375,0,1540772757
user1,2018-10-28 20:32:16.676,1,1540773136
user1,2018-10-28 20:32:18.311,0,1540773138
user1,2018-10-28 20:38:31.411,1,1540773511
user1,2018-10-28 20:38:43.049,0,1540773523
user1,2018-10-28 20:39:08.726,1,1540773548
user1,2018-10-28 20:39:12.631,0,1540773552
user1,2018-10-28 20:43:01.502,1,1540773781
user1,2018-10-28 20:45:24.575,0,1540773924
user1,2018-10-28 20:48:11.882,1,1540774091
user1,2018-10-28 20:48:26.459,0,1540774106
user1,2018-10-28 20:51:29.552,1,1540774289
user1,2018-10-28 20:51:57.026,0,1540774317
user1,2018-10-28 20:52:12.976,1,1540774332
user1,2018-10-28 20:52:23.831,0,1540774343
user1,2018-10-28 20:54:08.821,1,1540774448
user1,2018-10-28 20:54:10.408,0,1540774450
user1,2018-10-28 20:54:15.022,1,1540774455
user1,2018-10-28 20:54:16.667,0,1540774456
user1,2018-10-28 21:06:57.252,1,1540775217
user1,2018-10-28 21:06:58.914,0,1540775218
user1,2018-10-28 21:10:11.322,1,1540775411
user1,2018-10-28 21:10:15.051,0,1540775415
user1,2018-10-28 21:10:28.750,1,1540775428
user1,2018-10-28 21:10:39.476,0,1540775439
user1,2018-10-28 21:14:59.174,1,1540775699
user1,2018-10-28 21:15:05.147,0,1540775705
user1,2018-10-28 21:16:00.779,1,1540775760
user1,2018-10-28 21:16:57.862,0,1540775817
user1,2018-10-28 21:23:41.938,1,1540776221
user1,2018-10-28 21:23:47.128,0,1540776227
user1,2018-10-28 21:35:20.953,1,1540776920
user1,2018-10-28 21:35:27.096,0,1540776927
user1,2018-10-28 21:58:15.512,1,1540778295
user1,2018-10-28 21:58:26.125,0,1540778306
user1,2018-10-28 22:06:36.638,1,1540778796
user1,2018-10-28 22:06:42.658,0,1540778802
user1,2018-10-28 22:08:13.516,1,1540778893
user1,2018-10-28 22:08:22.921,0,1540778902
user1,2018-10-28 22:16:10.186,1,1540779370
user1,2018-10-28 22:16:12.007,0,1540779372
user1,2018-10-28 22:22:07.434,1,1540779727
user1,2018-10-28 22:22:14.608,0,1540779734
user1,2018-10-28 22:34:04.387,1,1540780444
user1,2018-10-28 22:34:15.114,0,1540780455
user1,2018-10-28 22:36:54.627,1,1540780614
user1,2018-10-28 22:42:10.302,0,1540780930
user1,2018-10-28 22:43:51.640,1,1540781031
user1,2018-10-28 22:44:02.029,0,1540781042
user1,2018-10-28 22:49:42.242,1,1540781382
user1,2018-10-28 22:55:01.980,0,1540781701
user1,2018-10-28 23:10:43.427,1,1540782643
user1,2018-10-28 23:10:49.845,0,1540782649
user1,2018-10-28 23:11:26.424,1,1540782686
user1,2018-10-28 23:11:42.486,0,1540782702
user1,2018-10-28 23:11:54.098,1,1540782714
user1,2018-10-28 23:12:06.497,0,1540782726
user1,2018-10-28 23:18:29.819,1,1540783109
user1,2018-10-28 23:18:31.934,0,1540783111
user1,2018-10-28 23:20:32.690,1,1540783232
user1,2018-10-28 23:26:43.094,0,1540783603
user1,2018-10-28 23:51:29.875,1,1540785089
user1,2018-10-28 23:51:40.602,0,1540785100
user1,2018-10-29 00:10:15.069,1,1540786215
user1,2018-10-29 00:10:20.489,0,1540786220
user1,2018-10-29 00:12:45.305,1,1540786365
user1,2018-10-29 00:13:05.177,0,1540786385
user1,2018-10-29 00:14:03.927,1,1540786443
user1,2018-10-29 00:14:14.737,0,1540786454
user1,2018-10-29 00:20:51.275,1,1540786851
user1,2018-10-29 00:20:57.026,0,1540786857
user1,2018-10-29 00:36:13.864,1,1540787773
user1,2018-10-29 00:36:24.392,0,1540787784
user1,2018-10-29 00:36:42.618,1,1540787802
