_id,duration,number,time,type,uid,timestamp
5fa93e857ce95e580bef5fb7,12,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-05 17:53:44,2,user1,1499291624
5fa93e857ce95e580bef5fb8,0,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-05 18:22:16,6503,user1,1499293336
5fa93e857ce95e580bef5fb9,261,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-05 19:12:39,2,user1,1499296359
5fa93e857ce95e580bef5fba,1330,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-05 21:21:09,2,user1,1499304069
5fa93e857ce95e580bef5fbb,35,4dab086b9537f03c9fd3d1113d1080ade898613d,2017-07-06 16:39:23,2,user1,1499373563
5fa93e857ce95e580bef5fbc,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-06 16:51:50,2,user1,1499374310
5fa93e857ce95e580bef5fbd,163,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-06 17:39:46,2,user1,1499377186
5fa93e857ce95e580bef5fbe,0,cb3ea3d1f32c66d2a9c03397febf59e1df150946,2017-07-06 20:44:41,6503,user1,1499388281
5fa93e857ce95e580bef5fbf,63,10002a31320e099689975a3d80b1522bd9fc2150,2017-07-07 14:21:05,2,user1,1499451665
5fa93e857ce95e580bef5fc0,0,da4b9237bacccdf19c0760cab7aec4a8359010b0,2017-07-07 16:17:32,10,user1,1499458652
5fa93e857ce95e580bef5fc1,54,10002a31320e099689975a3d80b1522bd9fc2150,2017-07-07 16:21:41,2,user1,1499458901
5fa93e857ce95e580bef5fc2,0,10002a31320e099689975a3d80b1522bd9fc2150,2017-07-07 17:13:58,6503,user1,1499462038
5fa93e857ce95e580bef5fc3,38,10002a31320e099689975a3d80b1522bd9fc2150,2017-07-07 17:14:49,2,user1,1499462089
5fa93e857ce95e580bef5fc4,0,d143d92b30005b990cebd1631329fda31a85b69a,2017-07-07 17:57:32,6503,user1,1499464652
5fa93e857ce95e580bef5fc5,311,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-07 21:19:52,2,user1,1499476792
5fa93e857ce95e580bef5fc6,1201,1ea1a7062ba95dd2adb6bfeae40e4e69b761d8a,2017-07-07 23:11:58,2,user1,1499483518
5fa93e857ce95e580bef5fc7,0,10002a31320e099689975a3d80b1522bd9fc2150,2017-07-08 14:57:23,6503,user1,1499540243
5fa93e857ce95e580bef5fc8,110,10002a31320e099689975a3d80b1522bd9fc2150,2017-07-08 15:07:20,2,user1,1499540840
5fa93e857ce95e580bef5fc9,15,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-09 13:15:54,1,user1,1499620554
5fa93e857ce95e580bef5fca,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-10 07:42:30,6503,user1,1499686950
5fa93e857ce95e580bef5fcb,0,21715736d543ab22324360917325923a0653ee57,2017-07-10 14:24:17,6503,user1,1499711057
5fa93e857ce95e580bef5fcc,86,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-10 16:15:54,2,user1,1499717754
5fa93e857ce95e580bef5fcd,39,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-10 17:11:43,1,user1,1499721103
5fa93e857ce95e580bef5fce,6,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-10 22:18:12,2,user1,1499739492
5fa93e857ce95e580bef5fcf,125,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-10 22:24:25,2,user1,1499739865
5fa93e857ce95e580bef5fd0,3,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-10 22:30:26,2,user1,1499740226
5fa93e857ce95e580bef5fd1,64,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-11 16:59:10,2,user1,1499806750
5fa93e857ce95e580bef5fd2,79,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-11 21:19:33,2,user1,1499822373
5fa93e857ce95e580bef5fd3,27,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-12 08:07:40,1,user1,1499861260
5fa93e857ce95e580bef5fd4,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-12 16:02:44,6503,user1,1499889764
5fa93e857ce95e580bef5fd5,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-12 16:03:47,6503,user1,1499889827
5fa93e857ce95e580bef5fd6,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-12 16:05:47,6503,user1,1499889947
5fa93e857ce95e580bef5fd7,2,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-12 16:12:07,2,user1,1499890327
5fa93e857ce95e580bef5fd8,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-12 16:13:47,2,user1,1499890427
5fa93e857ce95e580bef5fd9,506,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-12 20:56:25,1,user1,1499907385
5fa93e857ce95e580bef5fda,78,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-13 16:05:12,2,user1,1499976312
5fa93e857ce95e580bef5fdb,289,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-13 16:34:45,2,user1,1499978085
5fa93e857ce95e580bef5fdc,15,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-13 16:42:31,1,user1,1499978551
5fa93e857ce95e580bef5fdd,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-14 07:48:52,6503,user1,1500032932
5fa93e857ce95e580bef5fde,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-14 07:54:17,6503,user1,1500033257
5fa93e857ce95e580bef5fdf,0,47ada5b214f6eb9ef87f2ac78280fa309993ed97,2017-07-14 12:40:12,6503,user1,1500050412
5fa93e857ce95e580bef5fe0,5,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-17 17:35:22,2,user1,1500327322
5fa93e857ce95e580bef5fe1,517,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-17 17:36:42,1,user1,1500327402
5fa93e857ce95e580bef5fe2,14,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-17 21:25:10,1,user1,1500341110
5fa93e857ce95e580bef5fe3,3,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-18 16:12:50,2,user1,1500408770
5fa93e857ce95e580bef5fe4,160,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-18 16:18:03,1,user1,1500409083
5fa93e857ce95e580bef5fe5,0,33605bfac90966c5068643c5917fc39709dc09ac,2017-07-20 09:34:27,6503,user1,1500557667
5fa93e857ce95e580bef5fe6,0,33605bfac90966c5068643c5917fc39709dc09ac,2017-07-20 09:34:34,6503,user1,1500557674
5fa93e857ce95e580bef5fe7,171,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-20 17:07:07,1,user1,1500584827
5fa93e857ce95e580bef5fe8,4,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-21 16:45:06,2,user1,1500669906
5fa93e857ce95e580bef5fe9,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-21 16:47:42,2,user1,1500670062
5fa93e857ce95e580bef5fea,4,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-21 16:49:05,2,user1,1500670145
5fa93e857ce95e580bef5feb,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-21 16:53:14,1,user1,1500670394
5fa93e857ce95e580bef5fec,191,ea9c4cff1891aa099c9ca000d7f2ec22d90bbbc1,2017-07-21 16:57:37,2,user1,1500670657
5fa93e857ce95e580bef5fed,1,eaa49de6d5fcb44b60d71cddd259192985201513,2017-07-21 17:38:00,2,user1,1500673080
5fa93e857ce95e580bef5fee,34,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-21 17:38:36,2,user1,1500673116
5fa93e857ce95e580bef5fef,0,eaa49de6d5fcb44b60d71cddd259192985201513,2017-07-21 17:39:50,2,user1,1500673190
5fa93e857ce95e580bef5ff0,21,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-21 20:24:10,1,user1,1500683050
5fa93e857ce95e580bef5ff1,162,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-21 20:28:27,2,user1,1500683307
5fa93e857ce95e580bef5ff2,0,cb3ea3d1f32c66d2a9c03397febf59e1df150946,2017-07-21 22:55:59,6503,user1,1500692159
5fa93e857ce95e580bef5ff3,0,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-21 23:39:11,6503,user1,1500694751
5fa93e857ce95e580bef5ff4,3,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-22 13:29:30,2,user1,1500744570
5fa93e857ce95e580bef5ff5,100,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-22 13:31:10,1,user1,1500744670
5fa93e857ce95e580bef5ff6,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-22 13:54:48,6503,user1,1500746088
5fa93e857ce95e580bef5ff7,3,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-22 14:27:59,2,user1,1500748079
5fa93e857ce95e580bef5ff8,0,cb3ea3d1f32c66d2a9c03397febf59e1df150946,2017-07-22 19:25:54,6503,user1,1500765954
5fa93e857ce95e580bef5ff9,0,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-22 19:46:17,6503,user1,1500767177
5fa93e857ce95e580bef5ffa,450,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-22 19:47:53,2,user1,1500767273
5fa93e857ce95e580bef5ffb,385,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-22 21:06:25,2,user1,1500771985
5fa93e857ce95e580bef5ffc,0,cb3ea3d1f32c66d2a9c03397febf59e1df150946,2017-07-23 10:25:54,6503,user1,1500819954
5fa93e857ce95e580bef5ffd,3,cb3ea3d1f32c66d2a9c03397febf59e1df150946,2017-07-23 10:26:30,2,user1,1500819990
5fa93e857ce95e580bef5ffe,12,cb3ea3d1f32c66d2a9c03397febf59e1df150946,2017-07-23 10:29:40,1,user1,1500820180
5fa93e857ce95e580bef5fff,0,28cf3cb51bb0c7c5a8f715abebbe06b4ac9749df,2017-07-24 11:58:22,6503,user1,1500911902
5fa93e857ce95e580bef6000,38,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 15:19:31,2,user1,1500923971
5fa93e857ce95e580bef6001,65,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 16:06:57,2,user1,1500926817
5fa93e857ce95e580bef6002,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 17:07:44,6503,user1,1500930464
5fa93e857ce95e580bef6003,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 17:09:20,6503,user1,1500930560
5fa93e857ce95e580bef6004,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 17:16:05,6503,user1,1500930965
5fa93e857ce95e580bef6005,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 17:16:46,6503,user1,1500931006
5fa93e857ce95e580bef6006,103,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 17:21:48,2,user1,1500931308
5fa93e857ce95e580bef6007,50,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 18:00:04,1,user1,1500933604
5fa93e857ce95e580bef6008,32,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 18:08:28,1,user1,1500934108
5fa93e857ce95e580bef6009,72,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-24 18:24:31,1,user1,1500935071
5fa93e857ce95e580bef600a,386,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-25 16:59:19,2,user1,1501016359
5fa93e857ce95e580bef600b,14,cb3ea3d1f32c66d2a9c03397febf59e1df150946,2017-07-25 19:42:19,1,user1,1501026139
5fa93e857ce95e580bef600c,5,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-26 17:12:09,2,user1,1501103529
5fa93e857ce95e580bef600d,137,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-26 19:10:29,1,user1,1501110629
5fa93e857ce95e580bef600e,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-27 16:13:26,6503,user1,1501186406
5fa93e857ce95e580bef600f,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-27 16:21:06,6503,user1,1501186866
5fa93e857ce95e580bef6010,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-27 16:22:45,6503,user1,1501186965
5fa93e857ce95e580bef6011,27,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-27 16:25:48,2,user1,1501187148
5fa93e857ce95e580bef6012,225,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-27 17:08:31,2,user1,1501189711
5fa93e857ce95e580bef6013,94,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-28 16:26:29,2,user1,1501273589
5fa93e857ce95e580bef6014,4,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-28 16:33:33,2,user1,1501274013
5fa93e857ce95e580bef6015,1810,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-07-28 20:26:42,1,user1,1501288002
5fa93e857ce95e580bef6016,0,d46ddfb80ae6c8e1ca96460c512c912ee2e6d092,2017-07-31 08:42:57,6503,user1,1501504977
5fa93e857ce95e580bef6017,0,89cf472288daff6f70857db9f10f4310d69cbaae,2017-07-31 14:30:45,6503,user1,1501525845
5fa93e857ce95e580bef6018,23,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-31 17:58:10,1,user1,1501538290
5fa93e857ce95e580bef6019,51,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-07-31 18:25:30,1,user1,1501539930
5fa93e857ce95e580bef601a,2737,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-08-01 18:30:04,1,user1,1501626604
5fa93e857ce95e580bef601b,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-02 09:17:20,6503,user1,1501679840
5fa93e857ce95e580bef601c,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-02 09:17:52,6503,user1,1501679872
5fa93e857ce95e580bef601d,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-02 09:18:16,6503,user1,1501679896
5fa93e857ce95e580bef601e,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-02 09:35:54,6503,user1,1501680954
5fa93e857ce95e580bef601f,0,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-02 09:39:35,6503,user1,1501681175
5fa93e857ce95e580bef6020,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-02 09:41:54,6503,user1,1501681314
5fa93e857ce95e580bef6021,42,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-02 09:43:30,2,user1,1501681410
5fa93e857ce95e580bef6022,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-02 17:02:19,2,user1,1501707739
5fa93e857ce95e580bef6023,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-02 17:12:56,3,user1,1501708376
5fa93e857ce95e580bef6024,63,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-02 17:13:32,2,user1,1501708412
5fa93e857ce95e580bef6025,41,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-04 18:45:44,1,user1,1501886744
5fa93e857ce95e580bef6026,59,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-08-05 10:45:18,1,user1,1501944318
5fa93e857ce95e580bef6027,3,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-08-05 11:33:19,2,user1,1501947199
5fa93e857ce95e580bef6028,13,4671ffbdd7a25b627a96191ca649b99e917dc35,2017-08-05 11:34:04,1,user1,1501947244
5fa93e857ce95e580bef6029,5,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-05 18:16:49,2,user1,1501971409
5fa93e857ce95e580bef602a,4,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-05 19:16:20,2,user1,1501974980
5fa93e857ce95e580bef602b,3,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-05 19:29:17,2,user1,1501975757
5fa93e857ce95e580bef602c,21,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-05 19:30:07,2,user1,1501975807
5fa93e857ce95e580bef602d,41,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-05 19:32:43,1,user1,1501975963
5fa93e857ce95e580bef602e,111,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-05 19:36:08,1,user1,1501976168
5fa93e857ce95e580bef602f,27,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-05 19:38:11,1,user1,1501976291
5fa93e857ce95e580bef6030,59,94965cbea8607857740301db841fefefb2f1d2a1,2017-08-05 19:39:03,2,user1,1501976343
5fa93e857ce95e580bef6031,3,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-05 19:40:16,2,user1,1501976416
5fa93e857ce95e580bef6032,3,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-05 19:40:29,2,user1,1501976429
5fa93e857ce95e580bef6033,276,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-05 19:41:13,1,user1,1501976473
5fa93e857ce95e580bef6034,114,94965cbea8607857740301db841fefefb2f1d2a1,2017-08-05 20:31:09,1,user1,1501979469
5fa93e857ce95e580bef6035,3,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-05 20:45:09,2,user1,1501980309
5fa93e857ce95e580bef6036,64,94965cbea8607857740301db841fefefb2f1d2a1,2017-08-05 20:48:58,2,user1,1501980538
5fa93e857ce95e580bef6037,55,10002a31320e099689975a3d80b1522bd9fc2150,2017-08-06 15:57:47,1,user1,1502049467
5fa93e857ce95e580bef6038,56,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-06 18:18:48,1,user1,1502057928
5fa93e857ce95e580bef6039,19,8e19dd0e86ebfa151a467b12a5af36bdac81cee4,2017-08-08 16:51:14,2,user1,1502225474
5fa93e857ce95e580bef603a,70,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-08 16:52:58,2,user1,1502225578
5fa93e857ce95e580bef603b,96,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-08 17:26:46,2,user1,1502227606
5fa93e857ce95e580bef603c,0,c146f1ae24b22b1d7a6985ce9965743d6fc486d6,2017-08-09 14:34:09,6503,user1,1502303649
5fa93e857ce95e580bef603d,41,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-09 18:25:32,1,user1,1502317532
5fa93e857ce95e580bef603e,127,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-10 12:56:27,2,user1,1502384187
5fa93e857ce95e580bef603f,3,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-11 12:47:16,2,user1,1502470036
5fa93e857ce95e580bef6040,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-11 12:55:15,6503,user1,1502470515
5fa93e857ce95e580bef6041,289,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-11 12:58:44,2,user1,1502470724
5fa93e857ce95e580bef6042,0,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-11 16:07:57,6503,user1,1502482077
5fa93e857ce95e580bef6043,61,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-11 17:08:53,2,user1,1502485733
5fa93e857ce95e580bef6044,42,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-11 21:04:25,1,user1,1502499865
5fa93e857ce95e580bef6045,46,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-12 17:11:44,1,user1,1502572304
5fa93e857ce95e580bef6046,15,1ea1a7062ba95dd2adb6bfeae40e4e69b761d8a,2017-08-12 21:32:58,1,user1,1502587978
5fa93e857ce95e580bef6047,983,1ea1a7062ba95dd2adb6bfeae40e4e69b761d8a,2017-08-12 21:54:30,2,user1,1502589270
5fa93e857ce95e580bef6048,42,55c42c7bcaea31d851ba4568e6e9d187e426bb2a,2017-08-13 14:15:29,1,user1,1502648129
