data,day,uid,timestamp
com.facebook.katana,2019-02-24 17:02:26.865,user1,1551045746
com.facebook.katana,2019-02-24 17:04:31.434,user1,1551045871
com.facebook.katana,2019-02-24 17:08:34.500,user1,1551046114
com.facebook.katana,2019-02-24 17:12:34.851,user1,1551046354
com.facebook.katana,2019-02-24 17:16:35.101,user1,1551046595
com.facebook.katana,2019-02-24 17:20:35.486,user1,1551046835
com.facebook.katana,2019-02-24 17:22:35.594,user1,1551046955
com.facebook.katana,2019-02-24 17:24:42.661,user1,1551047082
com.facebook.katana,2019-02-24 17:32:47.194,user1,1551047567
com.groupme.android,2019-02-24 17:34:50.213,user1,1551047690
com.android.mms,2019-02-24 18:29:27.371,user1,1551050967
com.android.mms,2019-02-24 18:31:27.411,user1,1551051087
com.android.mms,2019-02-24 18:33:27.946,user1,1551051207
com.android.mms,2019-02-24 18:35:28.184,user1,1551051328
com.android.mms,2019-02-24 20:37:29.471,user1,1551058649
com.groupme.android,2019-02-24 21:54:34.098,user1,1551063274
com.google.android.gm,2019-02-24 23:05:29.431,user1,1551067529
com.snapchat.android,2019-02-25 00:06:28.065,user1,1551071188
com.google.android.gm,2019-02-25 11:30:59.569,user1,1551112259
com.google.android.gm,2019-02-25 11:32:59.578,user1,1551112379
com.snapchat.android,2019-02-25 16:13:32.434,user1,1551129212
com.facebook.katana,2019-02-25 17:47:09.502,user1,1551134829
com.android.mms,2019-02-25 20:33:46.578,user1,1551144826
com.groupme.android,2019-02-25 21:36:29.670,user1,1551148589
com.android.mms,2019-02-25 21:38:30.220,user1,1551148710
com.android.mms,2019-02-25 21:40:31.285,user1,1551148831
com.android.gallery3d,2019-02-25 21:42:34.178,user1,1551148954
com.lge.launcher2,2019-02-25 21:44:34.221,user1,1551149074
com.facebook.katana,2019-02-25 21:57:00.493,user1,1551149820
com.android.mms,2019-02-25 22:07:06.516,user1,1551150426
com.snapchat.android,2019-02-25 22:45:38.710,user1,1551152738
com.snapchat.android,2019-02-25 22:51:39.171,user1,1551153099
com.snapchat.android,2019-02-25 22:55:43.371,user1,1551153343
com.google.android.youtube,2019-02-25 23:01:43.821,user1,1551153703
com.google.android.youtube,2019-02-25 23:03:44.713,user1,1551153824
com.google.android.youtube,2019-02-25 23:05:44.720,user1,1551153944
com.google.android.youtube,2019-02-25 23:07:44.730,user1,1551154064
com.google.android.youtube,2019-02-25 23:09:44.740,user1,1551154184
com.google.android.youtube,2019-02-25 23:13:52.010,user1,1551154432
com.android.mms,2019-02-25 23:23:53.207,user1,1551155033
com.google.android.youtube,2019-02-25 23:25:53.976,user1,1551155153
com.google.android.youtube,2019-02-25 23:27:56.384,user1,1551155276
com.google.android.youtube,2019-02-25 23:29:56.430,user1,1551155396
com.google.android.youtube,2019-02-25 23:35:57.858,user1,1551155757
com.google.android.youtube,2019-02-25 23:37:57.871,user1,1551155877
com.google.android.gms,2019-02-25 23:42:01.874,user1,1551156121
com.snapchat.android,2019-02-25 23:46:06.901,user1,1551156366
com.snapchat.android,2019-02-25 23:52:08.898,user1,1551156728
com.snapchat.android,2019-02-25 23:56:09.167,user1,1551156969
com.snapchat.android,2019-02-25 23:58:09.178,user1,1551157089
com.snapchat.android,2019-02-26 00:00:09.184,user1,1551157209
com.snapchat.android,2019-02-26 00:02:09.296,user1,1551157329
com.android.mms,2019-02-26 11:36:40.288,user1,1551199000
com.google.android.gm,2019-02-26 13:10:13.223,user1,1551204613
com.google.android.gm,2019-02-26 14:04:58.221,user1,1551207898
com.lge.clock,2019-02-26 15:49:35.305,user1,1551214175
com.lge.launcher2,2019-02-26 16:21:43.375,user1,1551216103
com.groupme.android,2019-02-26 22:17:00.665,user1,1551237420
com.facebook.orca,2019-02-26 22:29:02.545,user1,1551238142
com.lge.clock,2019-02-26 22:39:09.049,user1,1551238749
com.snapchat.android,2019-02-27 00:12:21.334,user1,1551244341
com.lge.clock,2019-02-27 06:27:53.601,user1,1551266873
com.android.contacts,2019-02-27 06:29:53.609,user1,1551266993
com.google.android.gm,2019-02-27 06:36:06.507,user1,1551267366
com.lge.launcher2,2019-02-27 06:40:08.556,user1,1551267608
com.lge.launcher2,2019-02-27 08:41:52.158,user1,1551274912
com.groupme.android,2019-02-27 08:43:52.176,user1,1551275032
com.android.chrome,2019-02-27 09:06:10.512,user1,1551276370
com.lge.clock,2019-02-27 09:28:18.921,user1,1551277698
com.android.gallery3d,2019-02-27 13:05:17.997,user1,1551290717
com.google.android.gm,2019-02-27 15:52:02.584,user1,1551300722
com.google.android.gm,2019-02-27 15:54:03.720,user1,1551300843
com.android.mms,2019-02-27 16:00:04.025,user1,1551301204
com.android.calendar,2019-02-27 16:04:07.079,user1,1551301447
com.android.calendar,2019-02-27 16:18:15.105,user1,1551302295
com.lge.launcher2,2019-02-27 16:22:19.095,user1,1551302539
com.google.android.gm,2019-02-27 16:54:38.088,user1,1551304478
com.snapchat.android,2019-02-27 17:00:38.630,user1,1551304838
com.android.calendar,2019-02-27 17:12:44.155,user1,1551305564
com.groupme.android,2019-02-27 17:30:52.969,user1,1551306652
com.groupme.android,2019-02-27 18:37:45.196,user1,1551310665
com.groupme.android,2019-02-27 19:16:19.482,user1,1551312979
com.lge.launcher2,2019-02-27 19:24:26.595,user1,1551313466
android,2019-02-27 19:26:26.601,user1,1551313586
com.groupme.android,2019-02-27 19:40:35.846,user1,1551314435
com.android.calendar,2019-02-27 20:10:41.061,user1,1551316241
com.google.android.gms,2019-02-27 20:34:57.200,user1,1551317697
com.lge.launcher2,2019-02-27 20:55:15.174,user1,1551318915
com.snapchat.android,2019-02-27 21:19:39.193,user1,1551320379
com.snapchat.android,2019-02-27 21:21:41.053,user1,1551320501
com.android.vending,2019-02-27 21:23:41.105,user1,1551320621
com.android.systemui,2019-02-27 21:25:41.540,user1,1551320741
com.android.calculator2,2019-02-27 22:20:28.598,user1,1551324028
com.groupme.android,2019-02-27 22:22:28.605,user1,1551324148
com.lge.launcher2,2019-02-27 22:36:37.503,user1,1551324997
com.google.android.youtube,2019-02-27 22:40:38.750,user1,1551325238
com.groupme.android,2019-02-27 22:44:41.318,user1,1551325481
com.groupme.android,2019-02-27 22:46:41.992,user1,1551325601
edu.dartmouth.studentlife,2019-02-27 22:50:42.260,user1,1551325842
edu.dartmouth.studentlife,2019-02-27 22:54:42.681,user1,1551326082
edu.dartmouth.studentlife,2019-02-27 22:56:47.997,user1,1551326207
edu.dartmouth.studentlife,2019-02-27 22:58:52.006,user1,1551326332
edu.dartmouth.studentlife,2019-02-27 23:00:52.016,user1,1551326452
edu.dartmouth.studentlife,2019-02-27 23:04:52.319,user1,1551326692
com.snapchat.android,2019-02-28 09:39:51.638,user1,1551364791
com.google.android.gm,2019-02-28 12:00:03.229,user1,1551373203
com.groupme.android,2019-02-28 12:02:03.240,user1,1551373323
com.groupme.android,2019-02-28 12:38:36.632,user1,1551375516
com.facebook.orca,2019-02-28 13:08:54.806,user1,1551377334
com.lge.launcher2,2019-02-28 14:30:10.608,user1,1551382210
com.groupme.android,2019-02-28 16:17:49.717,user1,1551388669
com.groupme.android,2019-02-28 17:06:19.621,user1,1551391579
com.android.gallery3d,2019-02-28 17:08:19.694,user1,1551391699
com.groupme.android,2019-02-28 17:12:21.976,user1,1551391941
com.lge.wifisettings,2019-02-28 20:52:31.263,user1,1551405151
com.android.chrome,2019-02-28 21:08:33.032,user1,1551406113
com.snapchat.android,2019-03-01 00:09:20.316,user1,1551416960
com.android.mms,2019-03-01 15:00:42.163,user1,1551470442
com.android.mms,2019-03-01 19:38:35.302,user1,1551487115
com.snapchat.android,2019-03-01 21:05:47.153,user1,1551492347
edu.dartmouth.studentlife,2019-03-01 21:07:47.165,user1,1551492467
com.google.android.youtube,2019-03-01 21:42:14.553,user1,1551494534
com.lge.launcher2,2019-03-01 23:36:01.313,user1,1551501361
com.google.android.gm,2019-03-02 00:22:44.378,user1,1551504164
com.snapchat.android,2019-03-02 01:55:59.687,user1,1551509759
com.snapchat.android,2019-03-02 01:57:59.743,user1,1551509879
com.google.android.gm,2019-03-02 11:23:43.592,user1,1551543823
com.groupme.android,2019-03-02 15:17:36.769,user1,1551557856
com.groupme.android,2019-03-02 15:29:40.750,user1,1551558580
com.lge.camera,2019-03-02 15:39:42.969,user1,1551559182
com.lge.camera,2019-03-02 15:47:47.252,user1,1551559667
com.groupme.android,2019-03-02 16:24:19.263,user1,1551561859
com.google.android.gm,2019-03-02 16:38:32.253,user1,1551562712
com.lge.launcher2,2019-03-02 19:13:17.288,user1,1551571997
com.google.android.gms,2019-03-02 19:53:51.420,user1,1551574431
com.lge.launcher2,2019-03-02 21:51:55.407,user1,1551581515
com.snapchat.android,2019-03-02 23:07:03.065,user1,1551586023
com.snapchat.android,2019-03-02 23:19:18.381,user1,1551586758
com.snapchat.android,2019-03-02 23:21:18.448,user1,1551586878
com.snapchat.android,2019-03-03 00:24:14.433,user1,1551590654
com.snapchat.android,2019-03-03 00:26:14.447,user1,1551590774
com.snapchat.android,2019-03-03 00:28:14.457,user1,1551590894
com.snapchat.android,2019-03-03 03:00:34.898,user1,1551600034
com.google.android.gm,2019-03-03 10:54:22.558,user1,1551628462
com.google.android.gm,2019-03-03 11:20:39.213,user1,1551630039
com.google.android.gm,2019-03-03 11:22:39.545,user1,1551630159
com.android.vending,2019-03-03 11:24:42.992,user1,1551630282
com.lge.launcher2,2019-03-03 11:38:57.858,user1,1551631137
com.google.android.gm,2019-03-03 12:31:10.604,user1,1551634270
com.snapchat.android,2019-03-03 16:54:04.178,user1,1551650044
com.android.mms,2019-03-03 17:30:38.723,user1,1551652238
com.lge.clock,2019-03-03 17:52:58.131,user1,1551653578
com.lge.launcher2,2019-03-03 17:57:02.716,user1,1551653822
com.groupme.android,2019-03-03 18:07:19.775,user1,1551654439
com.lge.launcher2,2019-03-03 18:09:20.234,user1,1551654560
com.android.chrome,2019-03-03 18:58:04.118,user1,1551657484
com.android.chrome,2019-03-03 19:04:06.721,user1,1551657846
com.android.mms,2019-03-03 20:35:13.779,user1,1551663313
com.snapchat.android,2019-03-03 20:37:15.714,user1,1551663435
com.snapchat.android,2019-03-03 20:39:16.171,user1,1551663556
com.android.mms,2019-03-03 21:23:53.796,user1,1551666233
com.groupme.android,2019-03-03 22:14:52.789,user1,1551669292
com.groupme.android,2019-03-03 22:51:23.822,user1,1551671483
com.android.incallui,2019-03-03 23:07:31.296,user1,1551672451
com.snapchat.android,2019-03-04 00:10:33.855,user1,1551676233
com.snapchat.android,2019-03-04 00:12:33.875,user1,1551676353
edu.dartmouth.studentlife,2019-03-04 00:14:33.910,user1,1551676473
com.snapchat.android,2019-03-04 06:59:06.005,user1,1551700746
com.google.android.gm,2019-03-04 08:38:38.197,user1,1551706718
com.android.mms,2019-03-04 08:40:38.247,user1,1551706838
com.android.mms,2019-03-04 08:42:38.265,user1,1551706958
com.google.android.gm,2019-03-04 09:09:09.043,user1,1551708549
com.google.android.gm,2019-03-04 09:13:10.203,user1,1551708790
com.google.android.gm,2019-03-04 09:51:45.509,user1,1551711105
com.google.android.gm,2019-03-04 09:53:47.482,user1,1551711227
com.android.settings,2019-03-04 15:57:20.578,user1,1551733040
com.lge.launcher2,2019-03-04 17:30:31.075,user1,1551738631
com.groupme.android,2019-03-04 20:46:12.178,user1,1551750372
com.android.chrome,2019-03-04 21:12:17.122,user1,1551751937
com.android.chrome,2019-03-04 21:18:17.861,user1,1551752297
com.google.android.gms,2019-03-04 22:12:50.217,user1,1551755570
com.snapchat.android,2019-03-04 22:14:50.283,user1,1551755690
com.snapchat.android,2019-03-04 22:16:50.349,user1,1551755810
com.snapchat.android,2019-03-04 22:22:50.819,user1,1551756170
com.snapchat.android,2019-03-04 22:24:51.500,user1,1551756291
com.snapchat.android,2019-03-04 22:26:51.571,user1,1551756411
com.snapchat.android,2019-03-04 22:30:51.888,user1,1551756651
com.snapchat.android,2019-03-04 22:32:51.920,user1,1551756771
com.snapchat.android,2019-03-04 22:36:52.565,user1,1551757012
com.snapchat.android,2019-03-04 22:38:52.775,user1,1551757132
com.snapchat.android,2019-03-04 22:44:53.457,user1,1551757493
com.snapchat.android,2019-03-04 22:48:57.101,user1,1551757737
com.android.mms,2019-03-05 10:46:18.086,user1,1551800778
com.google.android.gms,2019-03-05 10:48:19.055,user1,1551800899
com.android.mms,2019-03-05 15:24:18.832,user1,1551817458
com.android.mms,2019-03-05 16:55:49.421,user1,1551822949
com.android.mms,2019-03-05 16:59:49.437,user1,1551823189
com.android.mms,2019-03-05 17:18:06.203,user1,1551824286
com.groupme.android,2019-03-05 17:36:26.697,user1,1551825386
com.android.mms,2019-03-05 17:40:28.115,user1,1551825628
com.groupme.android,2019-03-05 18:21:19.224,user1,1551828079
com.google.android.music,2019-03-05 19:08:09.322,user1,1551830889
com.google.android.youtube,2019-03-05 20:14:25.150,user1,1551834865
com.google.android.youtube,2019-03-05 20:16:25.207,user1,1551834985
com.google.android.youtube,2019-03-05 20:18:25.276,user1,1551835105
com.google.android.youtube,2019-03-05 20:20:25.325,user1,1551835225
com.google.android.gms,2019-03-05 20:44:33.546,user1,1551836673
com.google.android.youtube,2019-03-05 21:08:48.084,user1,1551838128
com.snapchat.android,2019-03-05 21:34:50.838,user1,1551839690
com.snapchat.android,2019-03-05 21:36:50.846,user1,1551839810
com.snapchat.android,2019-03-05 21:44:51.819,user1,1551840291
com.snapchat.android,2019-03-05 21:56:54.164,user1,1551841014
com.android.chrome,2019-03-05 22:04:58.144,user1,1551841498
com.android.chrome,2019-03-05 22:07:35.446,user1,1551841655
com.android.chrome,2019-03-05 22:11:35.723,user1,1551841895
com.google.android.youtube,2019-03-05 22:31:42.770,user1,1551843102
com.google.android.youtube,2019-03-05 22:33:42.809,user1,1551843222
com.google.android.youtube,2019-03-05 22:35:42.857,user1,1551843342
com.google.android.youtube,2019-03-05 22:39:43.085,user1,1551843583
com.google.android.youtube,2019-03-05 22:45:43.515,user1,1551843943
com.google.android.youtube,2019-03-05 22:47:45.502,user1,1551844065
com.google.android.youtube,2019-03-05 22:51:45.686,user1,1551844305
com.google.android.youtube,2019-03-05 23:11:49.982,user1,1551845509
com.google.android.youtube,2019-03-05 23:15:50.463,user1,1551845750
com.snapchat.android,2019-03-05 23:17:50.470,user1,1551845870
com.google.android.youtube,2019-03-05 23:27:51.551,user1,1551846471
com.groupme.android,2019-03-05 23:36:06.901,user1,1551846966
com.groupme.android,2019-03-05 23:38:06.941,user1,1551847086
com.snapchat.android,2019-03-05 23:40:06.950,user1,1551847206
com.snapchat.android,2019-03-05 23:42:08.696,user1,1551847328
com.snapchat.android,2019-03-05 23:44:09.747,user1,1551847449
com.snapchat.android,2019-03-05 23:46:09.980,user1,1551847569
com.google.android.youtube,2019-03-06 00:02:24.286,user1,1551848544
com.snapchat.android,2019-03-06 00:24:41.119,user1,1551849881
com.android.chrome,2019-03-06 07:16:55.313,user1,1551874615
com.google.android.gm,2019-03-06 14:31:19.994,user1,1551900679
com.android.mms,2019-03-06 15:54:31.548,user1,1551905671
com.google.android.gm,2019-03-06 16:06:32.470,user1,1551906392
com.android.mms,2019-03-06 18:02:37.470,user1,1551913357
edu.dartmouth.studentlife,2019-03-06 18:08:37.825,user1,1551913717
com.google.android.gm,2019-03-06 18:10:41.796,user1,1551913841
com.google.android.youtube,2019-03-06 18:12:43.289,user1,1551913963
com.android.settings,2019-03-06 18:59:01.456,user1,1551916741
com.google.android.music,2019-03-06 19:21:04.167,user1,1551918064
com.android.mms,2019-03-06 20:23:11.480,user1,1551921791
com.lge.ipservice,2019-03-06 20:49:21.051,user1,1551923361
com.google.android.youtube,2019-03-06 21:25:36.947,user1,1551925536
com.google.android.youtube,2019-03-06 22:10:02.230,user1,1551928202
com.lge.launcher2,2019-03-06 22:52:33.302,user1,1551930753
com.lge.launcher2,2019-03-06 23:12:39.789,user1,1551931959
com.google.android.youtube,2019-03-06 23:16:40.062,user1,1551932200
com.snapchat.android,2019-03-06 23:18:42.118,user1,1551932322
com.snapchat.android,2019-03-06 23:20:46.098,user1,1551932446
com.snapchat.android,2019-03-06 23:22:50.641,user1,1551932570
com.snapchat.android,2019-03-07 01:22:10.072,user1,1551939730
com.snapchat.android,2019-03-07 01:24:14.999,user1,1551939854
com.snapchat.android,2019-03-07 01:26:15.039,user1,1551939975
com.lge.launcher2,2019-03-07 10:12:42.963,user1,1551971562
com.groupme.android,2019-03-07 12:26:54.871,user1,1551979614
com.google.android.apps.docs,2019-03-07 12:43:00.239,user1,1551980580
com.google.android.youtube,2019-03-07 13:19:18.456,user1,1551982758
com.groupme.android,2019-03-07 14:36:53.905,user1,1551987413
com.groupme.android,2019-03-07 16:10:16.407,user1,1551993016
com.snapchat.android,2019-03-07 16:14:21.464,user1,1551993261
com.google.android.youtube,2019-03-07 16:16:23.614,user1,1551993383
com.google.android.youtube,2019-03-07 16:18:27.026,user1,1551993507
edu.dartmouth.studentlife,2019-03-07 16:34:34.243,user1,1551994474
edu.dartmouth.studentlife,2019-03-07 16:36:39.088,user1,1551994599
edu.dartmouth.studentlife,2019-03-07 16:38:39.095,user1,1551994719
edu.dartmouth.studentlife,2019-03-07 16:40:39.101,user1,1551994839
edu.dartmouth.studentlife,2019-03-07 16:42:39.114,user1,1551994959
edu.dartmouth.studentlife,2019-03-07 16:44:39.246,user1,1551995079
edu.dartmouth.studentlife,2019-03-07 16:54:49.549,user1,1551995689
com.groupme.android,2019-03-07 17:06:56.576,user1,1551996416
com.facebook.orca,2019-03-07 17:25:01.664,user1,1551997501
com.facebook.orca,2019-03-07 17:31:04.980,user1,1551997864
com.lge.launcher2,2019-03-07 17:39:05.069,user1,1551998345
com.facebook.orca,2019-03-07 17:41:05.078,user1,1551998465
com.groupme.android,2019-03-07 17:51:33.384,user1,1551999093
com.android.mms,2019-03-07 17:53:49.980,user1,1551999229
com.groupme.android,2019-03-07 18:11:58.959,user1,1552000318
com.snapchat.android,2019-03-07 19:35:11.461,user1,1552005311
com.google.android.youtube,2019-03-07 19:43:12.486,user1,1552005792
com.google.android.youtube,2019-03-07 19:45:12.492,user1,1552005912
com.google.android.youtube,2019-03-07 19:53:19.897,user1,1552006399
com.google.android.youtube,2019-03-07 19:57:20.176,user1,1552006640
com.google.android.youtube,2019-03-07 20:05:22.618,user1,1552007122
com.google.android.youtube,2019-03-07 20:07:22.690,user1,1552007242
com.google.android.youtube,2019-03-07 20:13:23.749,user1,1552007603
com.google.android.youtube,2019-03-07 20:21:24.611,user1,1552008084
com.google.android.youtube,2019-03-07 20:27:25.140,user1,1552008445
com.google.android.youtube,2019-03-07 20:31:25.753,user1,1552008685
com.google.android.youtube,2019-03-07 20:39:26.671,user1,1552009166
com.google.android.youtube,2019-03-07 20:45:27.280,user1,1552009527
com.android.mms,2019-03-07 20:51:27.936,user1,1552009887
com.groupme.android,2019-03-07 20:55:29.969,user1,1552010129
com.lge.ipservice,2019-03-07 20:57:30.006,user1,1552010250
com.lge.ipservice,2019-03-07 20:59:30.404,user1,1552010370
com.lge.ipservice,2019-03-07 21:01:30.444,user1,1552010490
com.lge.ipservice,2019-03-07 21:03:30.451,user1,1552010610
com.groupme.android,2019-03-07 21:05:30.460,user1,1552010730
com.facebook.orca,2019-03-07 21:21:32.355,user1,1552011692
com.groupme.android,2019-03-07 21:29:34.275,user1,1552012174
com.lge.ipservice,2019-03-07 23:00:24.443,user1,1552017624
com.lge.launcher2,2019-03-07 23:42:33.667,user1,1552020153
com.google.android.gms,2019-03-07 23:46:38.394,user1,1552020398
com.google.android.gms,2019-03-07 23:48:38.496,user1,1552020518
com.google.android.gms,2019-03-07 23:52:38.766,user1,1552020758
com.google.android.gms,2019-03-07 23:54:38.805,user1,1552020878
edu.dartmouth.studentlife,2019-03-08 00:33:19.973,user1,1552023199
com.google.android.youtube,2019-03-08 00:37:20.065,user1,1552023440
com.google.android.youtube,2019-03-08 00:41:20.707,user1,1552023680
com.google.android.youtube,2019-03-08 00:43:20.714,user1,1552023800
com.google.android.youtube,2019-03-08 00:45:20.720,user1,1552023920
com.google.android.youtube,2019-03-08 00:49:21.019,user1,1552024161
com.google.android.youtube,2019-03-08 00:53:21.321,user1,1552024401
com.google.android.youtube,2019-03-08 01:09:29.914,user1,1552025369
com.google.android.youtube,2019-03-08 01:13:30.141,user1,1552025610
com.lge.ipservice,2019-03-08 01:19:48.122,user1,1552025988
com.groupme.android,2019-03-08 01:25:48.630,user1,1552026348
com.groupme.android,2019-03-08 01:29:53.364,user1,1552026593
com.groupme.android,2019-03-08 01:33:53.645,user1,1552026833
com.groupme.android,2019-03-08 01:35:53.653,user1,1552026953
com.groupme.android,2019-03-08 01:39:56.039,user1,1552027196
edu.dartmouth.studentlife,2019-03-08 01:49:58.826,user1,1552027798
edu.dartmouth.studentlife,2019-03-08 01:58:08.707,user1,1552028288
edu.dartmouth.studentlife,2019-03-08 02:08:14.114,user1,1552028894
edu.dartmouth.studentlife,2019-03-08 02:12:14.828,user1,1552029134
edu.dartmouth.studentlife,2019-03-08 02:16:15.119,user1,1552029375
edu.dartmouth.studentlife,2019-03-08 02:18:15.128,user1,1552029495
edu.dartmouth.studentlife,2019-03-08 02:20:15.562,user1,1552029615
edu.dartmouth.studentlife,2019-03-08 02:22:15.601,user1,1552029735
com.snapchat.android,2019-03-08 02:40:34.026,user1,1552030834
com.google.android.youtube,2019-03-08 02:46:34.519,user1,1552031194
com.google.android.youtube,2019-03-08 03:02:48.940,user1,1552032168
com.google.android.youtube,2019-03-08 03:04:48.990,user1,1552032288
com.google.android.youtube,2019-03-08 03:10:54.160,user1,1552032654
com.google.android.youtube,2019-03-08 03:12:55.371,user1,1552032775
com.google.android.youtube,2019-03-08 03:14:55.380,user1,1552032895
com.google.android.music,2019-03-08 03:16:55.391,user1,1552033015
edu.dartmouth.studentlife,2019-03-08 11:23:55.599,user1,1552062235
com.groupme.android,2019-03-09 00:16:28.098,user1,1552108588
com.groupme.android,2019-03-09 07:47:25.753,user1,1552135645
com.snapchat.android,2019-03-09 14:17:17.552,user1,1552159037
com.snapchat.android,2019-03-09 14:19:19.730,user1,1552159159
com.google.android.youtube,2019-03-09 14:21:19.780,user1,1552159279
com.google.android.youtube,2019-03-09 14:31:23.835,user1,1552159883
com.google.android.youtube,2019-03-09 14:45:26.651,user1,1552160726
com.google.android.youtube,2019-03-09 14:47:26.661,user1,1552160846
com.google.android.youtube,2019-03-09 14:49:26.673,user1,1552160966
com.google.android.youtube,2019-03-09 14:53:26.986,user1,1552161206
com.facebook.katana,2019-03-09 15:01:28.148,user1,1552161688
com.facebook.katana,2019-03-09 15:23:30.954,user1,1552163010
com.google.android.youtube,2019-03-09 15:29:33.569,user1,1552163373
com.google.android.youtube,2019-03-09 15:31:33.578,user1,1552163493
com.google.android.youtube,2019-03-09 15:33:33.642,user1,1552163613
com.google.android.youtube,2019-03-09 15:35:33.755,user1,1552163733
com.google.android.youtube,2019-03-09 15:37:33.790,user1,1552163853
com.google.android.youtube,2019-03-09 15:41:34.118,user1,1552164094
com.google.android.youtube,2019-03-09 15:45:39.937,user1,1552164339
com.google.android.youtube,2019-03-09 15:47:41.605,user1,1552164461
com.google.android.youtube,2019-03-09 15:51:41.941,user1,1552164701
com.google.android.youtube,2019-03-09 15:53:44.188,user1,1552164824
com.google.android.youtube,2019-03-09 15:59:47.831,user1,1552165187
com.google.android.youtube,2019-03-09 16:01:47.836,user1,1552165307
com.google.android.youtube,2019-03-09 16:05:48.276,user1,1552165548
com.google.android.youtube,2019-03-09 16:07:48.283,user1,1552165668
com.google.android.youtube,2019-03-09 16:09:48.293,user1,1552165788
com.google.android.youtube,2019-03-09 16:13:48.581,user1,1552166028
com.google.android.youtube,2019-03-09 16:15:48.730,user1,1552166148
com.google.android.youtube,2019-03-09 16:17:48.773,user1,1552166268
com.google.android.youtube,2019-03-09 16:21:49.078,user1,1552166509
com.google.android.youtube,2019-03-09 16:23:49.164,user1,1552166629
com.google.android.youtube,2019-03-09 16:25:49.315,user1,1552166749
com.google.android.youtube,2019-03-09 16:43:50.068,user1,1552167830
com.google.android.youtube,2019-03-09 16:55:52.586,user1,1552168552
com.google.android.youtube,2019-03-09 16:57:57.595,user1,1552168677
com.google.android.youtube,2019-03-09 16:59:57.627,user1,1552168797
com.google.android.youtube,2019-03-09 17:03:57.934,user1,1552169037
com.google.android.youtube,2019-03-09 17:05:57.941,user1,1552169157
com.google.android.youtube,2019-03-09 17:07:58.013,user1,1552169278
com.google.android.youtube,2019-03-09 17:09:58.230,user1,1552169398
com.google.android.youtube,2019-03-09 17:11:58.288,user1,1552169518
com.google.android.youtube,2019-03-09 17:13:58.335,user1,1552169638
com.google.android.youtube,2019-03-09 17:18:00.223,user1,1552169880
com.google.android.youtube,2019-03-09 17:20:00.569,user1,1552170000
com.google.android.youtube,2019-03-09 17:22:00.617,user1,1552170120
com.google.android.apps.maps,2019-03-09 17:48:11.645,user1,1552171691
com.groupme.android,2019-03-09 19:05:13.743,user1,1552176313
com.snapchat.android,2019-03-09 19:07:13.805,user1,1552176433
com.snapchat.android,2019-03-09 19:13:18.963,user1,1552176798
com.snapchat.android,2019-03-09 19:15:18.970,user1,1552176918
com.snapchat.android,2019-03-09 19:19:21.911,user1,1552177161
com.groupme.android,2019-03-09 19:23:22.219,user1,1552177402
